intervalNumber	intervalChrom	intervalStart	intervalEnd
505972	chr17	39035001	39045000
505973	chr17	39040001	39050000
505974	chr17	39045001	39055000
505975	chr17	39050001	39060000
505976	chr17	39055001	39065000
505977	chr17	39060001	39070000
505978	chr17	39065001	39075000
505979	chr17	39070001	39080000
505980	chr17	39075001	39085000
505981	chr17	39080001	39090000
505982	chr17	39085001	39095000
505983	chr17	39090001	39100000
505984	chr17	39095001	39105000
505985	chr17	39100001	39110000
505986	chr17	39105001	39115000
505987	chr17	39110001	39120000
505988	chr17	39115001	39125000
505989	chr17	39120001	39130000
505990	chr17	39125001	39135000
505991	chr17	39130001	39140000
505992	chr17	39135001	39145000
505993	chr17	39140001	39150000
505994	chr17	39145001	39155000
505995	chr17	39150001	39160000
505996	chr17	39155001	39165000
505997	chr17	39160001	39170000
505998	chr17	39165001	39175000
505999	chr17	39170001	39180000
506000	chr17	39175001	39185000
506001	chr17	39180001	39190000
506002	chr17	39185001	39195000
506003	chr17	39190001	39200000
506004	chr17	39195001	39205000
506005	chr17	39200001	39210000
506006	chr17	39205001	39215000
506007	chr17	39210001	39220000
506008	chr17	39215001	39225000
506009	chr17	39220001	39230000
506010	chr17	39225001	39235000
506011	chr17	39230001	39240000
506012	chr17	39235001	39245000
506013	chr17	39240001	39250000
506014	chr17	39245001	39255000
506015	chr17	39250001	39260000
506016	chr17	39255001	39265000
506017	chr17	39260001	39270000
506018	chr17	39265001	39275000
506019	chr17	39270001	39280000
506020	chr17	39275001	39285000
506021	chr17	39280001	39290000
506022	chr17	39285001	39295000
506023	chr17	39290001	39300000
506024	chr17	39295001	39305000
506025	chr17	39300001	39310000
506026	chr17	39305001	39315000
506027	chr17	39310001	39320000
506028	chr17	39315001	39325000
506029	chr17	39320001	39330000
506030	chr17	39325001	39335000
506031	chr17	39330001	39340000
506032	chr17	39335001	39345000
506033	chr17	39340001	39350000
506034	chr17	39345001	39355000
506035	chr17	39350001	39360000
506036	chr17	39355001	39365000
506037	chr17	39360001	39370000
506038	chr17	39365001	39375000
506039	chr17	39370001	39380000
506040	chr17	39375001	39385000
506041	chr17	39380001	39390000
506042	chr17	39385001	39395000
506043	chr17	39390001	39400000
506044	chr17	39395001	39405000
506045	chr17	39400001	39410000
506046	chr17	39405001	39415000
506047	chr17	39410001	39420000
506048	chr17	39415001	39425000
506049	chr17	39420001	39430000
506050	chr17	39425001	39435000
506051	chr17	39430001	39440000
506052	chr17	39435001	39445000
506053	chr17	39440001	39450000
506054	chr17	39445001	39455000
506055	chr17	39450001	39460000
506056	chr17	39455001	39465000
506057	chr17	39460001	39470000
506058	chr17	39465001	39475000
506059	chr17	39470001	39480000
506060	chr17	39475001	39485000
506061	chr17	39480001	39490000
506062	chr17	39485001	39495000
506063	chr17	39490001	39500000
506064	chr17	39495001	39505000
506065	chr17	39500001	39510000
506066	chr17	39505001	39515000
506067	chr17	39510001	39520000
506068	chr17	39515001	39525000
506069	chr17	39520001	39530000
506070	chr17	39525001	39535000
506071	chr17	39530001	39540000
506072	chr17	39535001	39545000
506073	chr17	39540001	39550000
506074	chr17	39545001	39555000
506075	chr17	39550001	39560000
506076	chr17	39555001	39565000
506077	chr17	39560001	39570000
506078	chr17	39565001	39575000
506079	chr17	39570001	39580000
506080	chr17	39575001	39585000
506081	chr17	39580001	39590000
506082	chr17	39585001	39595000
506083	chr17	39590001	39600000
506084	chr17	39595001	39605000
506085	chr17	39600001	39610000
506086	chr17	39605001	39615000
506087	chr17	39610001	39620000
506088	chr17	39615001	39625000
506089	chr17	39620001	39630000
506090	chr17	39625001	39635000
506091	chr17	39630001	39640000
506092	chr17	39635001	39645000
506093	chr17	39640001	39650000
506094	chr17	39645001	39655000
506095	chr17	39650001	39660000
506096	chr17	39655001	39665000
506097	chr17	39660001	39670000
506098	chr17	39665001	39675000
506099	chr17	39670001	39680000
506100	chr17	39675001	39685000
506101	chr17	39680001	39690000
506102	chr17	39685001	39695000
506103	chr17	39690001	39700000
506104	chr17	39695001	39705000
506105	chr17	39700001	39710000
506106	chr17	39705001	39715000
506107	chr17	39710001	39720000
506108	chr17	39715001	39725000
506109	chr17	39720001	39730000
506110	chr17	39725001	39735000
506111	chr17	39730001	39740000
506112	chr17	39735001	39745000
506113	chr17	39740001	39750000
506114	chr17	39745001	39755000
506115	chr17	39750001	39760000
506116	chr17	39755001	39765000
506117	chr17	39760001	39770000
506118	chr17	39765001	39775000
506119	chr17	39770001	39780000
506120	chr17	39775001	39785000
506121	chr17	39780001	39790000
506122	chr17	39785001	39795000
506123	chr17	39790001	39800000
506124	chr17	39795001	39805000
506125	chr17	39800001	39810000
506126	chr17	39805001	39815000
506127	chr17	39810001	39820000
506128	chr17	39815001	39825000
506129	chr17	39820001	39830000
506130	chr17	39825001	39835000
506131	chr17	39830001	39840000
506132	chr17	39835001	39845000
506133	chr17	39840001	39850000
506134	chr17	39845001	39855000
506135	chr17	39850001	39860000
506136	chr17	39855001	39865000
506137	chr17	39860001	39870000
506138	chr17	39865001	39875000
506139	chr17	39870001	39880000
506140	chr17	39875001	39885000
506141	chr17	39880001	39890000
506142	chr17	39885001	39895000
506143	chr17	39890001	39900000
506144	chr17	39895001	39905000
506145	chr17	39900001	39910000
506146	chr17	39905001	39915000
506147	chr17	39910001	39920000
506148	chr17	39915001	39925000
506149	chr17	39920001	39930000
506150	chr17	39925001	39935000
506151	chr17	39930001	39940000
506152	chr17	39935001	39945000
506153	chr17	39940001	39950000
506154	chr17	39945001	39955000
506155	chr17	39950001	39960000
506156	chr17	39955001	39965000
506157	chr17	39960001	39970000
506158	chr17	39965001	39975000
506159	chr17	39970001	39980000
506160	chr17	39975001	39985000
506161	chr17	39980001	39990000
506162	chr17	39985001	39995000
506163	chr17	39990001	40000000
506164	chr17	39995001	40005000
506165	chr17	40000001	40010000
506166	chr17	40005001	40015000
506167	chr17	40010001	40020000
506168	chr17	40015001	40025000
506169	chr17	40020001	40030000
506170	chr17	40025001	40035000
506171	chr17	40030001	40040000
506172	chr17	40035001	40045000
506173	chr17	40040001	40050000
506174	chr17	40045001	40055000
506175	chr17	40050001	40060000
506176	chr17	40055001	40065000
506177	chr17	40060001	40070000
506178	chr17	40065001	40075000
506179	chr17	40070001	40080000
506180	chr17	40075001	40085000
506181	chr17	40080001	40090000
506182	chr17	40085001	40095000
506183	chr17	40090001	40100000
506184	chr17	40095001	40105000
506185	chr17	40100001	40110000
506186	chr17	40105001	40115000
506187	chr17	40110001	40120000
506188	chr17	40115001	40125000
506189	chr17	40120001	40130000
506190	chr17	40125001	40135000
506191	chr17	40130001	40140000
506192	chr17	40135001	40145000
506193	chr17	40140001	40150000
506194	chr17	40145001	40155000
506195	chr17	40150001	40160000
506196	chr17	40155001	40165000
506197	chr17	40160001	40170000
506198	chr17	40165001	40175000
506199	chr17	40170001	40180000
506200	chr17	40175001	40185000
506201	chr17	40180001	40190000
506202	chr17	40185001	40195000
506203	chr17	40190001	40200000
506204	chr17	40195001	40205000
506205	chr17	40200001	40210000
506206	chr17	40205001	40215000
506207	chr17	40210001	40220000
506208	chr17	40215001	40225000
506209	chr17	40220001	40230000
506210	chr17	40225001	40235000
506211	chr17	40230001	40240000
506212	chr17	40235001	40245000
506213	chr17	40240001	40250000
506214	chr17	40245001	40255000
506215	chr17	40250001	40260000
506216	chr17	40255001	40265000
506217	chr17	40260001	40270000
506218	chr17	40265001	40275000
506219	chr17	40270001	40280000
506220	chr17	40275001	40285000
506221	chr17	40280001	40290000
506222	chr17	40285001	40295000
506223	chr17	40290001	40300000
506224	chr17	40295001	40305000
506225	chr17	40300001	40310000
506226	chr17	40305001	40315000
506227	chr17	40310001	40320000
506228	chr17	40315001	40325000
506229	chr17	40320001	40330000
506230	chr17	40325001	40335000
506231	chr17	40330001	40340000
506232	chr17	40335001	40345000
506233	chr17	40340001	40350000
506234	chr17	40345001	40355000
506235	chr17	40350001	40360000
506236	chr17	40355001	40365000
506237	chr17	40360001	40370000
506238	chr17	40365001	40375000
506239	chr17	40370001	40380000
506240	chr17	40375001	40385000
506241	chr17	40380001	40390000
506242	chr17	40385001	40395000
506243	chr17	40390001	40400000
506244	chr17	40395001	40405000
506245	chr17	40400001	40410000
506246	chr17	40405001	40415000
506247	chr17	40410001	40420000
506248	chr17	40415001	40425000
506249	chr17	40420001	40430000
506250	chr17	40425001	40435000
506251	chr17	40430001	40440000
506252	chr17	40435001	40445000
506253	chr17	40440001	40450000
506254	chr17	40445001	40455000
506255	chr17	40450001	40460000
506256	chr17	40455001	40465000
506257	chr17	40460001	40470000
506258	chr17	40465001	40475000
506259	chr17	40470001	40480000
506260	chr17	40475001	40485000
506261	chr17	40480001	40490000
506262	chr17	40485001	40495000
506263	chr17	40490001	40500000
506264	chr17	40495001	40505000
506265	chr17	40500001	40510000
506266	chr17	40505001	40515000
506267	chr17	40510001	40520000
506268	chr17	40515001	40525000
506269	chr17	40520001	40530000
506270	chr17	40525001	40535000
506271	chr17	40530001	40540000
506272	chr17	40535001	40545000
506273	chr17	40540001	40550000
506274	chr17	40545001	40555000
506275	chr17	40550001	40560000
506276	chr17	40555001	40565000
506277	chr17	40560001	40570000
506278	chr17	40565001	40575000
506279	chr17	40570001	40580000
506280	chr17	40575001	40585000
506281	chr17	40580001	40590000
506282	chr17	40585001	40595000
506283	chr17	40590001	40600000
506284	chr17	40595001	40605000
506285	chr17	40600001	40610000
506286	chr17	40605001	40615000
506287	chr17	40610001	40620000
506288	chr17	40615001	40625000
506289	chr17	40620001	40630000
506290	chr17	40625001	40635000
506291	chr17	40630001	40640000
506292	chr17	40635001	40645000
506293	chr17	40640001	40650000
506294	chr17	40645001	40655000
506295	chr17	40650001	40660000
506296	chr17	40655001	40665000
506297	chr17	40660001	40670000
506298	chr17	40665001	40675000
506299	chr17	40670001	40680000
506300	chr17	40675001	40685000
506301	chr17	40680001	40690000
506302	chr17	40685001	40695000
506303	chr17	40690001	40700000
506304	chr17	40695001	40705000
506305	chr17	40700001	40710000
506306	chr17	40705001	40715000
506307	chr17	40710001	40720000
506308	chr17	40715001	40725000
506309	chr17	40720001	40730000
506310	chr17	40725001	40735000
506311	chr17	40730001	40740000
506312	chr17	40735001	40745000
506313	chr17	40740001	40750000
506314	chr17	40745001	40755000
506315	chr17	40750001	40760000
506316	chr17	40755001	40765000
506317	chr17	40760001	40770000
506318	chr17	40765001	40775000
506319	chr17	40770001	40780000
506320	chr17	40775001	40785000
506321	chr17	40780001	40790000
506322	chr17	40785001	40795000
506323	chr17	40790001	40800000
506324	chr17	40795001	40805000
506325	chr17	40800001	40810000
506326	chr17	40805001	40815000
506327	chr17	40810001	40820000
506328	chr17	40815001	40825000
506329	chr17	40820001	40830000
506330	chr17	40825001	40835000
506331	chr17	40830001	40840000
506332	chr17	40835001	40845000
506333	chr17	40840001	40850000
506334	chr17	40845001	40855000
506335	chr17	40850001	40860000
506336	chr17	40855001	40865000
506337	chr17	40860001	40870000
506338	chr17	40865001	40875000
506339	chr17	40870001	40880000
506340	chr17	40875001	40885000
506341	chr17	40880001	40890000
506342	chr17	40885001	40895000
506343	chr17	40890001	40900000
506344	chr17	40895001	40905000
506345	chr17	40900001	40910000
506346	chr17	40905001	40915000
506347	chr17	40910001	40920000
506348	chr17	40915001	40925000
506349	chr17	40920001	40930000
506350	chr17	40925001	40935000
506351	chr17	40930001	40940000
506352	chr17	40935001	40945000
506353	chr17	40940001	40950000
506354	chr17	40945001	40955000
506355	chr17	40950001	40960000
506356	chr17	40955001	40965000
506357	chr17	40960001	40970000
506358	chr17	40965001	40975000
506359	chr17	40970001	40980000
506360	chr17	40975001	40985000
506361	chr17	40980001	40990000
506362	chr17	40985001	40995000
506363	chr17	40990001	41000000
506364	chr17	40995001	41005000
506365	chr17	41000001	41010000
506366	chr17	41005001	41015000
506367	chr17	41010001	41020000
506368	chr17	41015001	41025000
506369	chr17	41020001	41030000
506370	chr17	41025001	41035000
506371	chr17	41030001	41040000
506372	chr17	41035001	41045000
506373	chr17	41040001	41050000
506374	chr17	41045001	41055000
506375	chr17	41050001	41060000
506376	chr17	41055001	41065000
506377	chr17	41060001	41070000
506378	chr17	41065001	41075000
506379	chr17	41070001	41080000
506380	chr17	41075001	41085000
506381	chr17	41080001	41090000
506382	chr17	41085001	41095000
506383	chr17	41090001	41100000
506384	chr17	41095001	41105000
506385	chr17	41100001	41110000
506386	chr17	41105001	41115000
506387	chr17	41110001	41120000
506388	chr17	41115001	41125000
506389	chr17	41120001	41130000
506390	chr17	41125001	41135000
506391	chr17	41130001	41140000
506392	chr17	41135001	41145000
506393	chr17	41140001	41150000
506394	chr17	41145001	41155000
506395	chr17	41150001	41160000
506396	chr17	41155001	41165000
506397	chr17	41160001	41170000
506398	chr17	41165001	41175000
506399	chr17	41170001	41180000
506400	chr17	41175001	41185000
506401	chr17	41180001	41190000
506402	chr17	41185001	41195000
506403	chr17	41190001	41200000
506404	chr17	41195001	41205000
506405	chr17	41200001	41210000
506406	chr17	41205001	41215000
506407	chr17	41210001	41220000
506408	chr17	41215001	41225000
506409	chr17	41220001	41230000
506410	chr17	41225001	41235000
506411	chr17	41230001	41240000
506412	chr17	41235001	41245000
506413	chr17	41240001	41250000
506414	chr17	41245001	41255000
506415	chr17	41250001	41260000
506416	chr17	41255001	41265000
506417	chr17	41260001	41270000
506418	chr17	41265001	41275000
506419	chr17	41270001	41280000
506420	chr17	41275001	41285000
506421	chr17	41280001	41290000
506422	chr17	41285001	41295000
506423	chr17	41290001	41300000
506424	chr17	41295001	41305000
506425	chr17	41300001	41310000
506426	chr17	41305001	41315000
506427	chr17	41310001	41320000
506428	chr17	41315001	41325000
506429	chr17	41320001	41330000
506430	chr17	41325001	41335000
506431	chr17	41330001	41340000
506432	chr17	41335001	41345000
506433	chr17	41340001	41350000
506434	chr17	41345001	41355000
506435	chr17	41350001	41360000
506436	chr17	41355001	41365000
506437	chr17	41360001	41370000
506438	chr17	41365001	41375000
506439	chr17	41370001	41380000
506440	chr17	41375001	41385000
506441	chr17	41380001	41390000
506442	chr17	41385001	41395000
506443	chr17	41390001	41400000
506444	chr17	41395001	41405000
506445	chr17	41400001	41410000
506446	chr17	41405001	41415000
506447	chr17	41410001	41420000
506448	chr17	41415001	41425000
506449	chr17	41420001	41430000
506450	chr17	41425001	41435000
506451	chr17	41430001	41440000
506452	chr17	41435001	41445000
506453	chr17	41440001	41450000
506454	chr17	41445001	41455000
506455	chr17	41450001	41460000
506456	chr17	41455001	41465000
506457	chr17	41460001	41470000
506458	chr17	41465001	41475000
506459	chr17	41470001	41480000
506460	chr17	41475001	41485000
506461	chr17	41480001	41490000
506462	chr17	41485001	41495000
506463	chr17	41490001	41500000
506464	chr17	41495001	41505000
506465	chr17	41500001	41510000
506466	chr17	41505001	41515000
506467	chr17	41510001	41520000
506468	chr17	41515001	41525000
506469	chr17	41520001	41530000
506470	chr17	41525001	41535000
506471	chr17	41530001	41540000
506472	chr17	41535001	41545000
506473	chr17	41540001	41550000
506474	chr17	41545001	41555000
506475	chr17	41550001	41560000
506476	chr17	41555001	41565000
506477	chr17	41560001	41570000
506478	chr17	41565001	41575000
506479	chr17	41570001	41580000
506480	chr17	41575001	41585000
506481	chr17	41580001	41590000
506482	chr17	41585001	41595000
506483	chr17	41590001	41600000
506484	chr17	41595001	41605000
506485	chr17	41600001	41610000
506486	chr17	41605001	41615000
506487	chr17	41610001	41620000
506488	chr17	41615001	41625000
506489	chr17	41620001	41630000
506490	chr17	41625001	41635000
506491	chr17	41630001	41640000
506492	chr17	41635001	41645000
